,,BTU5,,,CP1,,,BTU1,,,BTU2,,,BTU3,,,,,,,,,,,BTU4,,,,,,,,,,,P-HP4,,,,HEX-1,,,Hybrid Switch,,
Day,Hour,EWT,F1,T1,EWT,Flow,T2,EWT,Flow,T3,EWT,Flow,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,Ambient Temp,EWT,Flow,LWT,EWT,Flow,LWT,EWT,Flow,LWT
335,8023,44.26,1060.37,46.95,50.00,0.00,50.00,50.00,0.00,78.00,48.08,1060.37,48.40,48.40,678.64,-3009547.81,4.07,-2270061.53,-7.22,407147.66,25.80,460989.60,1.47,42.64,48.40,381.73,-461567.69,4.07,-348154.32,-1.97,62443.34,25.80,70700.95,0.40,46.83,43.00,50.00,0.00,50.00,50.00,0.00,50.00,48.40,381.73,48.40
335,8024,44.15,1916.46,45.69,50.00,0.00,50.00,50.00,0.00,78.00,46.95,1916.46,47.28,47.28,1226.53,-5084578.02,4.01,-3816078.78,-6.72,884271.81,26.15,999666.81,1.76,42.32,47.28,689.93,-779810.48,4.01,-585263.56,-1.83,135618.81,26.15,153316.69,0.48,45.92,44.00,50.00,0.00,50.00,50.00,0.00,50.00,47.28,689.93,47.28
335,8025,43.61,1966.19,45.16,50.00,0.00,50.00,50.00,0.00,78.00,45.69,1966.19,46.02,46.02,1258.36,-5179532.55,3.94,-3864723.60,-6.63,937587.74,26.53,1058155.07,1.82,41.20,46.02,707.83,-794373.45,3.94,-592724.11,-1.81,143795.76,26.53,162286.90,0.50,44.70,40.00,50.00,0.00,50.00,50.00,0.00,50.00,46.02,707.83,46.02
335,8026,42.46,1294.20,45.01,50.00,0.00,50.00,50.00,0.00,78.00,45.16,1294.20,45.47,45.47,828.29,-3333152.52,3.91,-2480615.15,-6.47,780623.72,26.70,880379.77,2.30,41.30,45.47,465.91,-511198.23,3.91,-380446.46,-1.76,119722.53,26.70,135021.90,0.63,44.34,39.00,50.00,0.00,50.00,50.00,0.00,50.00,45.47,465.91,45.47
335,8027,42.39,1203.53,45.13,50.00,0.00,50.00,50.00,0.00,78.00,45.01,1203.53,45.33,45.33,770.26,-2670475.14,3.90,-1985999.92,-5.57,1173015.03,26.75,1322657.09,3.71,43.47,45.33,433.27,-409564.86,3.90,-304588.41,-1.52,179902.72,26.75,202852.99,1.01,44.82,39.00,50.00,0.00,50.00,50.00,0.00,50.00,45.33,433.27,45.33
335,8028,43.95,1274.32,46.32,50.00,0.00,50.00,50.00,0.00,78.00,45.13,1274.32,45.45,45.45,815.56,-2474277.75,3.91,-1841202.89,-4.88,1580238.78,26.71,1782121.10,4.72,45.29,45.45,458.76,-379474.50,3.91,-282381.22,-1.33,242357.73,26.71,273319.97,1.29,45.41,38.00,50.00,0.00,50.00,50.00,0.00,50.00,45.45,458.76,45.45
335,8029,45.34,1258.32,47.48,50.00,0.00,50.00,50.00,0.00,78.00,46.32,1258.32,46.64,46.64,805.32,-2358917.54,3.97,-1765276.54,-4.73,1647890.12,26.34,1861344.87,4.99,46.90,46.64,452.99,-361781.96,3.97,-270736.56,-1.29,252733.26,26.34,285470.35,1.36,46.71,37.00,50.00,0.00,50.00,50.00,0.00,50.00,46.64,452.99,46.64
335,8030,46.83,1259.11,48.51,50.00,0.00,50.00,50.00,0.00,78.00,47.48,1259.11,47.79,47.79,805.83,-2243740.49,4.04,-1687920.33,-4.52,1765428.40,25.99,1997228.81,5.35,48.62,47.79,453.28,-344117.51,4.04,-258872.61,-1.23,270759.85,25.99,306310.57,1.46,48.02,37.00,50.00,0.00,50.00,50.00,0.00,50.00,47.79,453.28,47.79
335,8031,48.41,1234.77,49.61,50.00,0.00,50.00,50.00,0.00,78.00,48.51,1234.77,48.83,48.83,790.25,-2192561.45,4.09,-1656916.96,-4.53,1744043.20,25.67,1975865.62,5.40,49.70,48.83,444.52,-336268.30,4.09,-254117.69,-1.23,267480.05,25.67,303034.14,1.47,49.06,36.00,50.00,0.00,50.00,50.00,0.00,50.00,48.83,444.52,48.83
335,8032,49.47,1147.42,50.38,50.00,0.00,50.00,50.00,0.00,78.00,49.61,1147.42,49.93,49.93,734.35,-2208664.51,4.15,-1676931.27,-4.93,1467528.95,25.33,1665207.46,4.90,49.89,49.93,413.07,-338737.99,4.15,-257187.24,-1.34,225071.67,25.33,255389.18,1.34,49.92,36.00,50.00,0.00,50.00,50.00,0.00,50.00,49.93,413.07,49.93
335,8033,49.90,985.56,50.72,50.00,0.00,50.00,50.00,0.00,78.00,50.38,985.56,50.69,50.69,630.76,-2145297.91,4.20,-1633968.90,-5.60,1048358.78,25.10,1190895.72,4.08,49.17,50.69,354.80,-329019.59,4.20,-250598.20,-1.53,160784.47,25.10,182645.04,1.11,50.28,36.00,50.00,0.00,50.00,50.00,0.00,50.00,50.69,354.80,50.69
335,8034,49.57,893.40,50.54,50.00,0.00,50.00,50.00,0.00,78.00,50.72,893.40,51.03,51.03,571.78,-2111356.87,4.21,-1610357.35,-6.08,807571.49,24.99,917833.15,3.47,48.42,51.03,321.62,-323814.13,4.21,-246976.95,-1.66,123855.45,24.99,140766.04,0.95,50.32,35.00,50.00,0.00,50.00,50.00,0.00,50.00,51.03,321.62,51.03
335,8035,49.10,1038.90,50.20,50.00,0.00,50.00,50.00,0.00,78.00,50.54,1038.90,50.86,50.86,664.90,-2293793.69,4.20,-1748248.43,-5.68,1058893.70,25.04,1203155.23,3.91,49.09,50.86,374.00,-351794.06,4.20,-268124.99,-1.55,162400.18,25.04,184525.26,1.07,50.37,33.00,50.00,0.00,50.00,50.00,0.00,50.00,50.86,374.00,50.86
335,8036,49.55,1066.81,50.47,50.00,0.00,50.00,50.00,0.00,78.00,50.20,1066.81,50.51,50.51,682.76,-2438269.50,4.19,-1855744.33,-5.87,997612.29,25.15,1132951.59,3.58,48.22,50.51,384.05,-373952.00,4.19,-284611.40,-1.60,153001.59,25.15,173758.28,0.98,49.89,32.00,50.00,0.00,50.00,50.00,0.00,50.00,50.51,384.05,50.51
335,8037,48.82,1025.40,50.03,50.00,0.00,50.00,50.00,0.00,78.00,50.47,1025.40,50.78,50.78,656.26,-2501561.11,4.20,-1906020.85,-6.27,810878.54,25.07,921249.59,3.03,47.54,50.78,369.14,-383658.89,4.20,-292322.20,-1.71,124362.65,25.07,141290.01,0.83,49.90,32.00,50.00,0.00,50.00,50.00,0.00,50.00,50.78,369.14,50.78
335,8038,48.39,1025.38,49.75,50.00,0.00,50.00,50.00,0.00,78.00,50.03,1025.38,50.34,50.34,656.25,-2644227.44,4.18,-2011090.98,-6.62,668163.61,25.20,758621.15,2.50,46.22,50.34,369.14,-405539.31,4.18,-308436.58,-1.80,102474.77,25.20,116348.05,0.68,49.22,31.00,50.00,0.00,50.00,50.00,0.00,50.00,50.34,369.14,50.34
335,8039,47.30,570.00,49.57,50.00,0.00,50.00,50.00,0.00,78.00,49.75,570.00,50.04,50.04,364.80,-296048.59,4.16,-224883.24,-1.33,596740.05,25.29,677234.33,4.01,52.72,50.04,205.20,-45404.32,4.16,-34489.85,-0.36,91520.70,25.29,103865.93,1.09,50.77,31.00,50.00,0.00,50.00,50.00,0.00,50.00,50.04,205.20,50.04
335,8040,52.02,570.00,51.72,50.00,0.00,50.00,50.00,0.00,78.00,49.57,570.00,49.85,49.85,364.80,-290902.71,4.15,-220800.13,-1.31,422387.49,25.35,479232.92,2.84,51.38,49.85,205.20,-44615.10,4.15,-33863.63,-0.36,64780.63,25.35,73498.89,0.77,50.27,30.00,50.00,0.00,50.00,50.00,0.00,50.00,49.85,205.20,49.85
336,8041,50.98,570.00,51.25,50.00,0.00,50.00,50.00,0.00,78.00,51.72,570.00,52.01,52.01,364.80,-765739.16,4.27,-586313.74,-3.47,363031.78,24.69,413200.57,2.45,50.98,52.01,205.20,-117439.72,4.27,-89921.64,-0.95,55677.38,24.69,63371.66,0.67,51.73,28.00,50.00,0.00,50.00,50.00,0.00,50.00,52.01,205.20,52.01
336,8042,51.25,684.39,51.43,50.00,0.00,50.00,50.00,0.00,78.00,51.25,684.39,51.54,51.54,438.01,-1941467.65,4.24,-1483825.05,-7.32,354349.57,24.83,403037.26,1.99,46.21,51.54,246.38,-297758.60,4.24,-227570.97,-1.99,54345.81,24.83,61812.93,0.54,50.09,27.00,50.00,0.00,50.00,50.00,0.00,50.00,51.54,246.38,51.54
336,8043,47.61,810.56,49.47,50.00,0.00,50.00,50.00,0.00,78.00,51.43,810.56,51.73,51.73,518.76,-2317605.04,4.25,-1772615.55,-7.38,354349.57,24.78,403150.30,1.68,46.03,51.73,291.80,-355445.96,4.25,-271862.13,-2.01,54345.81,24.78,61830.27,0.46,50.18,25.00,50.00,0.00,50.00,50.00,0.00,50.00,51.73,291.80,51.73
336,8044,47.52,899.19,49.33,50.00,0.00,50.00,50.00,0.00,78.00,49.47,899.19,49.78,49.78,575.48,-2581826.70,4.15,-1959036.72,-7.35,354349.57,25.38,401995.21,1.51,43.94,49.78,323.71,-395969.05,4.15,-300453.13,-2.00,54345.81,25.38,61653.12,0.41,48.19,26.00,50.00,0.00,50.00,50.00,0.00,50.00,49.78,323.71,49.78
336,8045,45.47,935.84,48.05,50.00,0.00,50.00,50.00,0.00,78.00,49.33,935.84,49.64,49.64,598.94,-2670608.22,4.14,-2025225.65,-7.30,374837.04,25.42,425153.28,1.53,43.87,49.64,336.90,-409585.28,4.14,-310604.38,-1.99,57487.93,25.42,65204.82,0.42,48.07,26.00,50.00,0.00,50.00,50.00,0.00,50.00,49.64,336.90,49.64
336,8046,45.38,947.42,47.98,50.00,0.00,50.00,50.00,0.00,78.00,48.05,947.42,48.36,48.36,606.35,-2689086.94,4.07,-2028004.16,-7.22,390881.53,25.81,442549.00,1.58,42.71,48.36,341.07,-412419.31,4.07,-311030.51,-1.97,59948.63,25.81,67872.76,0.43,46.82,26.00,50.00,0.00,50.00,50.00,0.00,50.00,48.36,341.07,48.36
336,8047,44.19,968.07,47.05,50.00,0.00,50.00,50.00,0.00,78.00,47.98,968.07,48.29,48.29,619.56,-2668240.38,4.06,-2011646.97,-7.01,473275.48,25.84,535780.42,1.87,43.14,48.29,348.50,-409222.12,4.06,-308521.85,-1.91,72585.21,25.84,82171.46,0.51,46.88,25.00,50.00,0.00,50.00,50.00,0.00,50.00,48.29,348.50,48.29
336,8048,44.49,1917.24,46.00,50.00,0.00,50.00,50.00,0.00,78.00,47.05,1917.24,47.38,47.38,1227.03,-4865301.48,4.01,-3653192.21,-6.43,1105866.35,26.11,1250351.67,2.20,43.15,47.38,690.20,-746180.52,4.01,-560282.01,-1.75,169604.28,26.11,191763.67,0.60,46.22,25.00,50.00,0.00,50.00,50.00,0.00,50.00,47.38,690.20,47.38
336,8049,44.25,1968.57,45.74,50.00,0.00,50.00,50.00,0.00,78.00,46.00,1968.57,46.33,46.33,1259.89,-4991369.67,3.96,-3729805.75,-6.39,1132840.94,26.44,1279045.88,2.19,42.13,46.33,708.69,-765515.33,3.96,-572032.06,-1.74,173741.31,26.44,196164.44,0.60,45.18,28.00,50.00,0.00,50.00,50.00,0.00,50.00,46.33,708.69,46.33
336,8050,43.23,1303.37,45.65,50.00,0.00,50.00,50.00,0.00,78.00,45.74,1303.37,46.06,46.06,834.15,-3189603.12,3.94,-2380416.79,-6.16,951504.71,26.52,1073922.81,2.78,42.68,46.06,469.21,-489182.38,3.94,-365079.26,-1.68,145930.17,26.52,164705.17,0.76,45.14,30.00,50.00,0.00,50.00,50.00,0.00,50.00,46.06,469.21,46.06
336,8051,43.56,1208.39,46.11,50.00,0.00,50.00,50.00,0.00,78.00,45.65,1208.39,45.97,45.97,773.37,-2757489.23,3.94,-2057022.59,-5.74,1100486.13,26.55,1241919.24,3.47,43.69,45.97,435.02,-422910.02,3.94,-315481.00,-1.57,168779.12,26.55,190470.41,0.95,45.35,32.00,50.00,0.00,50.00,50.00,0.00,50.00,45.97,435.02,45.97
336,8052,44.29,1261.10,46.63,50.00,0.00,50.00,50.00,0.00,78.00,46.11,1261.10,46.43,46.43,807.11,-2639587.33,3.96,-1973345.51,-5.28,1375523.83,26.41,1553253.79,4.16,45.30,46.43,454.00,-404827.67,3.96,-302647.64,-1.44,210961.05,26.41,238219.10,1.13,46.12,35.00,50.00,0.00,50.00,50.00,0.00,50.00,46.43,454.00,46.43
336,8053,45.60,1244.42,47.68,50.00,0.00,50.00,50.00,0.00,78.00,46.63,1244.42,46.95,46.95,796.43,-2571785.02,3.99,-1927311.07,-5.23,1393587.23,26.25,1574753.15,4.27,45.99,46.95,447.99,-394428.98,3.99,-295587.43,-1.43,213731.39,26.25,241516.41,1.16,46.69,37.00,50.00,0.00,50.00,50.00,0.00,50.00,46.95,447.99,46.95
336,8054,46.24,1246.85,48.12,50.00,0.00,50.00,50.00,0.00,78.00,47.68,1246.85,48.00,48.00,797.99,-2528378.88,4.05,-1903752.14,-5.15,1444249.20,25.92,1634331.11,4.42,47.27,48.00,448.87,-387771.88,4.05,-291974.25,-1.40,221501.30,25.92,250653.75,1.21,47.80,38.00,50.00,0.00,50.00,50.00,0.00,50.00,48.00,448.87,48.00
336,8055,47.46,1219.96,48.98,50.00,0.00,50.00,50.00,0.00,78.00,48.12,1219.96,48.44,48.44,780.77,-2516357.99,4.07,-1898379.94,-5.25,1376096.50,25.79,1558158.71,4.31,47.49,48.44,439.19,-385928.26,4.07,-291150.33,-1.43,211048.88,25.79,238971.36,1.18,48.18,39.00,50.00,0.00,50.00,50.00,0.00,50.00,48.44,439.19,48.44
336,8056,47.74,1167.76,49.22,50.00,0.00,50.00,50.00,0.00,78.00,48.98,1167.76,49.29,49.29,747.36,-2524527.55,4.12,-1911621.75,-5.52,1212303.77,25.53,1374354.63,3.97,47.74,49.29,420.39,-387181.21,4.12,-293181.20,-1.51,185928.35,25.53,210781.73,1.08,48.87,36.00,50.00,0.00,50.00,50.00,0.00,50.00,49.29,420.39,49.29
336,8057,48.15,1095.76,49.55,50.00,0.00,50.00,50.00,0.00,78.00,49.22,1095.76,49.53,49.53,701.28,-2442046.05,4.13,-1851035.98,-5.70,1080140.93,25.45,1224940.57,3.77,47.60,49.53,394.47,-374531.20,4.13,-283889.29,-1.55,165658.82,25.45,187866.43,1.03,49.01,34.00,50.00,0.00,50.00,50.00,0.00,50.00,49.53,394.47,49.53
336,8058,48.11,1028.72,49.57,50.00,0.00,50.00,50.00,0.00,78.00,49.55,1028.72,49.86,49.86,658.38,-2384953.68,4.15,-1810253.48,-5.94,937386.81,25.35,1063548.10,3.49,47.41,49.86,370.34,-365775.07,4.15,-277634.57,-1.62,143764.94,25.35,163114.02,0.95,49.19,33.00,50.00,0.00,50.00,50.00,0.00,50.00,49.86,370.34,49.86
336,8059,48.05,1171.77,49.42,50.00,0.00,50.00,50.00,0.00,78.00,49.57,1171.77,49.89,49.89,749.93,-2542946.43,4.15,-1930437.43,-5.56,1205845.09,25.34,1368201.69,3.94,48.27,49.89,421.84,-390006.07,4.15,-296066.92,-1.52,184937.79,25.34,209838.07,1.07,49.45,34.00,50.00,0.00,50.00,50.00,0.00,50.00,49.89,421.84,49.89
336,8060,48.70,1098.51,49.90,50.00,0.00,50.00,50.00,0.00,78.00,49.42,1098.51,49.73,49.73,703.05,-2371218.47,4.14,-1798892.39,-5.53,1159179.35,25.39,1314957.29,4.04,48.25,49.73,395.46,-363668.53,4.14,-275892.15,-1.51,177780.77,25.39,201672.09,1.10,49.33,34.00,50.00,0.00,50.00,50.00,0.00,50.00,49.73,395.46,49.73
336,8061,48.64,1050.02,49.89,50.00,0.00,50.00,50.00,0.00,78.00,49.90,1050.02,50.21,50.21,672.01,-2410795.83,4.17,-1832576.89,-5.89,975034.06,25.24,1106829.57,3.56,47.88,50.21,378.01,-369738.42,4.17,-281058.26,-1.61,149538.82,25.24,169752.00,0.97,49.58,34.00,50.00,0.00,50.00,50.00,0.00,50.00,50.21,378.01,50.21
336,8062,48.49,1019.51,49.82,50.00,0.00,50.00,50.00,0.00,78.00,49.89,1019.51,50.21,50.21,652.49,-2467709.16,4.17,-1875793.47,-6.21,827172.67,25.24,938973.61,3.11,47.11,50.21,367.02,-378467.09,4.17,-287686.29,-1.69,126861.64,25.24,144008.31,0.85,49.36,33.00,50.00,0.00,50.00,50.00,0.00,50.00,50.21,367.02,50.21
336,8063,47.92,570.00,49.85,50.00,0.00,50.00,50.00,0.00,78.00,49.82,570.00,50.11,50.11,364.80,-227266.50,4.16,-172684.79,-1.02,596740.05,25.27,677301.83,4.01,53.10,50.11,205.20,-34855.36,4.16,-26484.28,-0.28,91520.70,25.27,103876.28,1.09,50.93,33.00,50.00,0.00,50.00,50.00,0.00,50.00,50.11,205.20,50.11
336,8064,52.32,570.00,51.86,50.00,0.00,50.00,50.00,0.00,78.00,49.85,570.00,50.14,50.14,364.80,-304505.67,4.17,-231397.83,-1.37,428229.43,25.27,486059.38,2.88,51.64,50.14,205.20,-46701.36,4.17,-35488.97,-0.37,65676.60,25.27,74545.85,0.78,50.55,33.00,50.00,0.00,50.00,50.00,0.00,50.00,50.14,205.20,50.14
337,8065,51.25,570.00,51.37,50.00,0.00,50.00,50.00,0.00,78.00,51.86,570.00,52.14,52.14,364.80,-765739.16,4.28,-586625.77,-3.47,363031.78,24.65,413285.53,2.45,51.12,52.14,205.20,-117439.72,4.28,-89969.50,-0.95,55677.38,24.65,63384.69,0.67,51.86,33.00,50.00,0.00,50.00,50.00,0.00,50.00,52.14,205.20,52.14
337,8066,51.39,684.39,51.49,50.00,0.00,50.00,50.00,0.00,78.00,51.37,684.39,51.67,51.67,438.01,-1941467.65,4.25,-1484541.69,-7.32,354349.57,24.80,403110.61,1.99,46.33,51.67,246.38,-297758.60,4.25,-227680.87,-2.00,54345.81,24.80,61824.18,0.54,50.21,32.00,50.00,0.00,50.00,50.00,0.00,50.00,51.67,246.38,51.67
337,8067,47.73,810.56,49.54,50.00,0.00,50.00,50.00,0.00,78.00,51.49,810.56,51.80,51.80,518.76,-2317605.04,4.26,-1773090.92,-7.38,354349.57,24.75,403191.39,1.68,46.10,51.80,291.80,-355445.96,4.26,-271935.03,-2.01,54345.81,24.75,61836.57,0.46,50.24,33.00,50.00,0.00,50.00,50.00,0.00,50.00,51.80,291.80,51.80
337,8068,47.59,899.19,49.37,50.00,0.00,50.00,50.00,0.00,78.00,49.54,899.19,49.85,49.85,575.48,-2581826.70,4.15,-1959579.92,-7.35,354349.57,25.36,402033.39,1.51,44.00,49.85,323.71,-395969.05,4.15,-300536.44,-2.01,54345.81,25.36,61658.97,0.41,48.25,34.00,50.00,0.00,50.00,50.00,0.00,50.00,49.85,323.71,49.85
337,8069,45.53,935.84,48.09,50.00,0.00,50.00,50.00,0.00,78.00,49.37,935.84,49.68,49.68,598.94,-2670608.22,4.14,-2025560.84,-7.30,374837.04,25.41,425177.19,1.53,43.91,49.68,336.90,-409585.28,4.14,-310655.78,-1.99,57487.93,25.41,65208.49,0.42,48.11,35.00,50.00,0.00,50.00,50.00,0.00,50.00,49.68,336.90,49.68
337,8070,45.42,947.42,48.00,50.00,0.00,50.00,50.00,0.00,78.00,48.09,947.42,48.40,48.40,606.35,-2689086.94,4.07,-2028352.73,-7.23,390881.53,25.80,442573.13,1.58,42.75,48.40,341.07,-412419.31,4.07,-311083.97,-1.97,59948.63,25.80,67876.46,0.43,46.86,36.00,50.00,0.00,50.00,50.00,0.00,50.00,48.40,341.07,48.40
337,8071,44.23,968.07,47.08,50.00,0.00,50.00,50.00,0.00,78.00,48.00,968.07,48.31,48.31,619.56,-2668240.38,4.07,-2011854.54,-7.01,473275.48,25.83,535797.88,1.87,43.16,48.31,348.50,-409222.12,4.07,-308553.68,-1.91,72585.21,25.83,82174.14,0.51,46.91,37.00,50.00,0.00,50.00,50.00,0.00,50.00,48.31,348.50,48.31
337,8072,44.51,1917.24,46.02,50.00,0.00,50.00,50.00,0.00,78.00,47.08,1917.24,47.41,47.41,1227.03,-4865301.48,4.02,-3653703.88,-6.43,1105866.35,26.11,1250404.34,2.20,43.18,47.41,690.20,-746180.52,4.02,-560360.48,-1.75,169604.28,26.11,191771.75,0.60,46.25,39.00,50.00,0.00,50.00,50.00,0.00,50.00,47.41,690.20,47.41
337,8073,44.28,1968.57,45.77,50.00,0.00,50.00,50.00,0.00,78.00,46.02,1968.57,46.35,46.35,1259.89,-4991369.67,3.96,-3730172.36,-6.39,1132840.94,26.43,1279081.59,2.19,42.15,46.35,708.69,-765515.33,3.96,-572088.28,-1.74,173741.31,26.43,196169.91,0.60,45.20,39.00,50.00,0.00,50.00,50.00,0.00,50.00,46.35,708.69,46.35
337,8074,43.25,1303.37,45.67,50.00,0.00,50.00,50.00,0.00,78.00,45.77,1303.37,46.09,46.09,834.15,-3189603.12,3.94,-2380729.43,-6.16,951504.71,26.51,1073962.30,2.78,42.70,46.09,469.21,-489182.38,3.94,-365127.21,-1.68,145930.17,26.51,164711.22,0.76,45.17,38.00,50.00,0.00,50.00,50.00,0.00,50.00,46.09,469.21,46.09
337,8075,43.59,1208.39,46.13,50.00,0.00,50.00,50.00,0.00,78.00,45.67,1208.39,45.98,45.98,773.37,-2757489.23,3.94,-2057195.03,-5.75,1100486.13,26.54,1241948.23,3.47,43.71,45.98,435.02,-422910.02,3.94,-315507.45,-1.57,168779.12,26.54,190474.85,0.95,45.36,36.00,50.00,0.00,50.00,50.00,0.00,50.00,45.98,435.02,45.98
337,8076,44.30,1261.10,46.65,50.00,0.00,50.00,50.00,0.00,78.00,46.13,1261.10,46.45,46.45,807.11,-2639587.33,3.96,-1973557.90,-5.28,1375523.83,26.40,1553301.54,4.16,45.33,46.45,454.00,-404827.67,3.96,-302680.21,-1.44,210961.05,26.40,238226.42,1.13,46.14,36.00,50.00,0.00,50.00,50.00,0.00,50.00,46.45,454.00,46.45
337,8077,45.62,1244.42,47.69,50.00,0.00,50.00,50.00,0.00,78.00,46.65,1244.42,46.96,46.96,796.43,-2571785.02,3.99,-1927442.41,-5.23,1393587.23,26.24,1574784.68,4.27,46.01,46.96,447.99,-394428.98,3.99,-295607.58,-1.43,213731.39,26.24,241521.24,1.16,46.70,36.00,50.00,0.00,50.00,50.00,0.00,50.00,46.96,447.99,46.96
337,8078,46.26,1246.85,48.13,50.00,0.00,50.00,50.00,0.00,78.00,47.69,1246.85,48.01,48.01,797.99,-2528378.88,4.05,-1903884.00,-5.15,1444249.20,25.92,1634366.29,4.42,47.28,48.01,448.87,-387771.88,4.05,-291994.48,-1.40,221501.30,25.92,250659.14,1.21,47.81,36.00,50.00,0.00,50.00,50.00,0.00,50.00,48.01,448.87,48.01
337,8079,47.47,1219.96,48.99,50.00,0.00,50.00,50.00,0.00,78.00,48.13,1219.96,48.45,48.45,780.77,-2516357.99,4.07,-1898463.56,-5.25,1376096.50,25.79,1558180.56,4.31,47.50,48.45,439.19,-385928.26,4.07,-291163.16,-1.43,211048.88,25.79,238974.71,1.18,48.19,35.00,50.00,0.00,50.00,50.00,0.00,50.00,48.45,439.19,48.45
337,8080,47.75,1167.76,49.22,50.00,0.00,50.00,50.00,0.00,78.00,48.99,1167.76,49.30,49.30,747.36,-2524527.55,4.12,-1911707.15,-5.52,1212303.77,25.52,1374375.09,3.97,47.75,49.30,420.39,-387181.21,4.12,-293194.30,-1.51,185928.35,25.52,210784.87,1.08,48.88,32.00,50.00,0.00,50.00,50.00,0.00,50.00,49.30,420.39,49.30
337,8081,48.16,1095.76,49.55,50.00,0.00,50.00,50.00,0.00,78.00,49.22,1095.76,49.54,49.54,701.28,-2442046.05,4.13,-1851087.90,-5.70,1080140.93,25.45,1224952.17,3.77,47.61,49.54,394.47,-374531.20,4.13,-283897.26,-1.55,165658.82,25.45,187868.20,1.03,49.01,31.00,50.00,0.00,50.00,50.00,0.00,50.00,49.54,394.47,49.54
337,8082,48.11,1028.72,49.58,50.00,0.00,50.00,50.00,0.00,78.00,49.55,1028.72,49.86,49.86,658.38,-2384953.68,4.15,-1810304.40,-5.94,937386.81,25.35,1063558.38,3.49,47.41,49.86,370.34,-365775.07,4.15,-277642.38,-1.62,143764.94,25.35,163115.60,0.95,49.20,30.00,50.00,0.00,50.00,50.00,0.00,50.00,49.86,370.34,49.86
337,8083,48.06,1171.77,49.42,50.00,0.00,50.00,50.00,0.00,78.00,49.58,1171.77,49.89,49.89,749.93,-2542946.43,4.15,-1930470.83,-5.56,1205845.09,25.34,1368209.83,3.94,48.28,49.89,421.84,-390006.07,4.15,-296072.04,-1.52,184937.79,25.34,209839.32,1.07,49.45,29.00,50.00,0.00,50.00,50.00,0.00,50.00,49.89,421.84,49.89
337,8084,48.70,1098.51,49.90,50.00,0.00,50.00,50.00,0.00,78.00,49.42,1098.51,49.74,49.74,703.05,-2371218.47,4.14,-1798925.82,-5.53,1159179.35,25.39,1314965.63,4.04,48.25,49.74,395.46,-363668.53,4.14,-275897.27,-1.51,177780.77,25.39,201673.37,1.10,49.33,29.00,50.00,0.00,50.00,50.00,0.00,50.00,49.74,395.46,49.74
337,8085,48.64,1050.02,49.90,50.00,0.00,50.00,50.00,0.00,78.00,49.90,1050.02,50.22,50.22,672.01,-2410795.83,4.17,-1832597.03,-5.89,975034.06,25.24,1106833.83,3.56,47.88,50.22,378.01,-369738.42,4.17,-281061.35,-1.61,149538.82,25.24,169752.66,0.97,49.58,29.00,50.00,0.00,50.00,50.00,0.00,50.00,50.22,378.01,50.22
337,8086,48.49,1019.51,49.82,50.00,0.00,50.00,50.00,0.00,78.00,49.90,1019.51,50.21,50.21,652.49,-2467709.16,4.17,-1875815.10,-6.21,827172.67,25.24,938977.40,3.11,47.11,50.21,367.02,-378467.09,4.17,-287689.61,-1.69,126861.64,25.24,144008.89,0.85,49.36,28.00,50.00,0.00,50.00,50.00,0.00,50.00,50.21,367.02,50.21
337,8087,47.92,570.00,49.85,50.00,0.00,50.00,50.00,0.00,78.00,49.82,570.00,50.11,50.11,364.80,-227266.50,4.16,-172685.97,-1.02,596740.05,25.27,677303.44,4.01,53.10,50.11,205.20,-34855.36,4.16,-26484.47,-0.28,91520.70,25.27,103876.53,1.09,50.93,27.00,50.00,0.00,50.00,50.00,0.00,50.00,50.11,205.20,50.11
337,8088,52.32,570.00,51.86,50.00,0.00,50.00,50.00,0.00,78.00,49.85,570.00,50.14,50.14,364.80,-304505.67,4.17,-231399.03,-1.37,428229.43,25.27,486060.26,2.88,51.65,50.14,205.20,-46701.36,4.17,-35489.16,-0.37,65676.60,25.27,74545.99,0.78,50.55,26.00,50.00,0.00,50.00,50.00,0.00,50.00,50.14,205.20,50.14
338,8089,51.25,570.00,51.37,50.00,0.00,50.00,50.00,0.00,78.00,51.86,570.00,52.14,52.14,364.80,-765739.16,4.28,-586627.50,-3.47,363031.78,24.65,413286.00,2.45,51.12,52.14,205.20,-117439.72,4.28,-89969.76,-0.95,55677.38,24.65,63384.76,0.67,51.86,25.00,50.00,0.00,50.00,50.00,0.00,50.00,52.14,205.20,52.14
338,8090,51.39,684.39,51.49,50.00,0.00,50.00,50.00,0.00,78.00,51.37,684.39,51.67,51.67,438.01,-1941467.65,4.25,-1484545.04,-7.32,354349.57,24.80,403110.96,1.99,46.33,51.67,246.38,-297758.60,4.25,-227681.39,-2.00,54345.81,24.80,61824.24,0.54,50.21,23.00,50.00,0.00,50.00,50.00,0.00,50.00,51.67,246.38,51.67
