,,BTU5,,,CP1,,,BTU1,,,BTU2,,,BTU3,,,,,,,,,,,BTU4,,,,,,,,,,,P-HP4,,,,HEX-1,,,Hybrid Switch,,
Day,Hour,EWT,F1,T1,EWT,Flow,T2,EWT,Flow,T3,EWT,Flow,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,EWT,Flow,Heating Load,COP,HE,Heating DeltaT,Cooling Load,EER,HR,Cooling DeltaT,LWT,Ambient Temp,EWT,Flow,LWT,EWT,Flow,LWT,EWT,Flow,LWT
191,4578,80.45,1178.37,73.52,50.00,0.00,50.00,50.00,0.00,78.00,72.37,1178.37,72.69,72.69,754.16,0.00,5.40,0.00,0.00,3768467.05,18.33,4470102.77,12.80,85.49,72.69,424.21,0.00,5.40,0.00,0.00,577961.45,18.33,685569.77,3.49,76.18,84.00,50.00,0.00,50.00,50.00,0.00,50.00,72.69,424.21,72.69
191,4579,82.14,1213.70,75.13,50.00,0.00,50.00,50.00,0.00,78.00,73.52,1213.70,73.84,73.84,776.77,0.00,5.46,0.00,0.00,3873784.71,17.97,4609160.23,12.82,86.65,73.84,436.93,0.00,5.46,0.00,0.00,594113.79,17.97,706896.71,3.49,77.33,79.00,50.00,0.00,50.00,50.00,0.00,50.00,73.84,436.93,73.84
191,4580,83.30,992.73,75.30,50.00,0.00,50.00,50.00,0.00,78.00,75.13,992.73,75.44,75.44,635.35,0.00,5.55,0.00,0.00,3215051.64,17.48,3842626.99,13.06,88.50,75.44,357.38,0.00,5.55,0.00,0.00,493085.36,17.48,589335.20,3.56,79.00,76.00,50.00,0.00,50.00,50.00,0.00,50.00,75.44,357.38,75.44
191,4581,85.08,758.16,73.61,50.00,0.00,50.00,50.00,0.00,78.00,75.30,758.16,75.60,75.60,485.22,0.00,5.56,0.00,0.00,2515744.35,17.43,3008194.06,13.39,88.99,75.60,272.94,0.00,5.56,0.00,0.00,385834.15,17.43,461360.07,3.65,79.25,73.00,50.00,0.00,50.00,50.00,0.00,50.00,75.60,272.94,75.60
191,4582,85.48,634.69,71.90,50.00,0.00,50.00,50.00,0.00,78.00,73.61,634.69,73.90,73.90,406.20,-3207.61,5.47,-2620.95,-0.01,2144454.51,17.95,2551991.71,13.57,87.46,73.90,228.49,-491.94,5.47,-401.97,-0.00,328890.24,17.95,391393.32,3.70,77.60,68.00,50.00,0.00,50.00,50.00,0.00,50.00,73.90,228.49,73.90
191,4583,83.91,570.00,69.77,50.00,0.00,50.00,50.00,0.00,78.00,71.90,570.00,72.18,72.18,364.80,0.00,5.37,0.00,0.00,696184.10,18.48,824707.89,4.88,77.07,72.18,205.20,0.00,5.37,0.00,0.00,106772.21,18.48,126483.63,1.33,73.51,70.00,50.00,0.00,50.00,50.00,0.00,50.00,72.18,205.20,72.18
191,4584,75.79,570.00,63.64,50.00,0.00,50.00,50.00,0.00,78.00,69.77,570.00,70.05,70.05,364.80,0.00,5.26,0.00,0.00,596645.27,19.14,703020.75,4.16,74.22,70.05,205.20,0.00,5.26,0.00,0.00,91506.17,19.14,107820.74,1.13,71.19,70.00,50.00,0.00,50.00,50.00,0.00,50.00,70.05,205.20,70.05
192,4585,73.13,570.00,61.89,50.00,0.00,50.00,50.00,0.00,78.00,63.64,570.00,63.93,63.93,364.80,0.00,4.92,0.00,0.00,524084.88,21.02,609144.24,3.61,67.53,63.93,205.20,0.00,4.92,0.00,0.00,80377.74,21.02,93423.10,0.98,64.91,68.00,50.00,0.00,50.00,50.00,0.00,50.00,63.93,205.20,63.93
192,4586,66.59,570.00,57.86,50.00,0.00,50.00,50.00,0.00,78.00,61.89,570.00,62.18,62.18,364.80,0.00,4.83,0.00,0.00,541473.80,21.56,627160.44,3.71,65.89,62.18,205.20,0.00,4.83,0.00,0.00,83044.64,21.56,96186.21,1.01,63.19,66.00,50.00,0.00,50.00,50.00,0.00,50.00,62.18,205.20,62.18
192,4587,64.92,570.00,56.85,50.00,0.00,50.00,50.00,0.00,78.00,57.86,570.00,58.14,58.14,364.80,0.00,4.60,0.00,0.00,525076.39,22.80,603648.16,3.57,61.72,58.14,205.20,0.00,4.60,0.00,0.00,80529.80,22.80,92580.18,0.97,59.12,64.00,50.00,0.00,50.00,50.00,0.00,50.00,58.14,205.20,58.14
192,4588,60.78,570.00,55.28,50.00,0.00,50.00,50.00,0.00,78.00,56.85,570.00,57.13,57.13,364.80,0.00,4.55,0.00,0.00,525372.53,23.11,602930.52,3.57,60.70,57.13,205.20,0.00,4.55,0.00,0.00,80575.22,23.11,92470.12,0.97,58.11,65.00,50.00,0.00,50.00,50.00,0.00,50.00,57.13,205.20,57.13
192,4589,59.77,570.00,54.89,50.00,0.00,50.00,50.00,0.00,78.00,55.28,570.00,55.56,55.56,364.80,0.00,4.46,0.00,0.00,543168.19,23.60,621711.72,3.68,59.24,55.56,205.20,0.00,4.46,0.00,0.00,83304.50,23.60,95350.55,1.00,56.57,63.00,50.00,0.00,50.00,50.00,0.00,50.00,55.56,205.20,55.56
192,4590,58.28,570.00,54.33,50.00,0.00,50.00,50.00,0.00,78.00,54.89,570.00,55.18,55.18,364.80,0.00,4.44,0.00,0.00,582530.57,23.71,666345.08,3.95,59.12,55.18,205.20,0.00,4.44,0.00,0.00,89341.43,23.71,102195.87,1.08,56.25,64.00,50.00,0.00,50.00,50.00,0.00,50.00,55.18,205.20,55.18
192,4591,58.09,570.00,54.25,50.00,0.00,50.00,50.00,0.00,78.00,54.33,570.00,54.61,54.61,364.80,0.00,4.41,0.00,0.00,1045190.99,23.89,1194478.63,7.07,61.69,54.61,205.20,0.00,4.41,0.00,0.00,160298.63,23.89,183194.55,1.93,56.54,68.00,50.00,0.00,50.00,50.00,0.00,50.00,54.61,205.20,54.61
192,4592,59.83,1407.24,57.91,50.00,0.00,50.00,50.00,0.00,78.00,54.25,1407.24,54.57,54.57,900.64,0.00,4.41,0.00,0.00,4450784.96,23.90,5086180.75,12.20,66.77,54.57,506.61,0.00,4.41,0.00,0.00,682607.04,23.90,780056.29,3.33,57.90,76.00,50.00,0.00,50.00,50.00,0.00,50.00,54.57,506.61,54.57
192,4593,63.58,1089.25,60.02,50.00,0.00,50.00,50.00,0.00,78.00,57.91,1089.25,58.22,58.22,697.12,-8188.74,4.61,-6411.76,-0.02,3494591.27,22.78,4018049.63,12.45,70.65,58.22,392.13,-1255.89,4.61,-983.36,-0.01,535957.73,22.78,616239.38,3.39,61.61,79.00,50.00,0.00,50.00,50.00,0.00,50.00,58.22,392.13,58.22
192,4594,67.39,937.56,62.15,50.00,0.00,50.00,50.00,0.00,78.00,60.02,937.56,60.33,60.33,600.04,0.00,4.72,0.00,0.00,3050561.40,22.13,3520890.17,12.67,73.00,60.33,337.52,0.00,4.72,0.00,0.00,467857.85,22.13,539991.14,3.46,63.78,83.00,50.00,0.00,50.00,50.00,0.00,50.00,60.33,337.52,60.33
192,4595,69.68,946.77,63.84,50.00,0.00,50.00,50.00,0.00,78.00,62.15,946.77,62.46,62.46,605.93,0.00,4.84,0.00,0.00,3078029.43,21.47,3567129.69,12.71,75.18,62.46,340.84,0.00,4.84,0.00,0.00,472070.57,21.47,547082.79,3.47,65.93,86.00,50.00,0.00,50.00,50.00,0.00,50.00,62.46,340.84,62.46
192,4596,71.85,991.21,65.61,50.00,0.00,50.00,50.00,0.00,78.00,63.84,991.21,64.15,64.15,634.37,0.00,4.93,0.00,0.00,3210501.06,20.95,3733275.00,12.71,76.86,64.15,356.83,0.00,4.93,0.00,0.00,492387.45,20.95,572564.13,3.47,67.61,87.00,50.00,0.00,50.00,50.00,0.00,50.00,64.15,356.83,64.15
192,4597,73.53,978.75,66.74,50.00,0.00,50.00,50.00,0.00,78.00,65.61,978.75,65.92,65.92,626.40,0.00,5.03,0.00,0.00,3173365.24,20.41,3703913.67,12.77,78.69,65.92,352.35,0.00,5.03,0.00,0.00,486692.01,20.41,568061.05,3.48,69.41,88.00,50.00,0.00,50.00,50.00,0.00,50.00,65.92,352.35,65.92
192,4598,75.35,994.77,68.17,50.00,0.00,50.00,50.00,0.00,78.00,66.74,994.77,67.05,67.05,636.65,0.00,5.09,0.00,0.00,3221133.83,20.06,3768997.89,12.79,79.84,67.05,358.12,0.00,5.09,0.00,0.00,494018.17,20.06,578042.87,3.49,70.54,88.00,50.00,0.00,50.00,50.00,0.00,50.00,67.05,358.12,67.05
192,4599,76.49,1025.72,69.34,50.00,0.00,50.00,50.00,0.00,78.00,68.17,1025.72,68.48,68.48,656.46,0.00,5.17,0.00,0.00,3313380.86,19.62,3889550.87,12.80,81.28,68.48,369.26,0.00,5.17,0.00,0.00,508165.89,19.62,596531.81,3.49,71.97,88.00,50.00,0.00,50.00,50.00,0.00,50.00,68.48,369.26,68.48
192,4600,77.93,1047.83,70.73,50.00,0.00,50.00,50.00,0.00,78.00,69.34,1047.83,69.65,69.65,670.61,0.00,5.23,0.00,0.00,3379310.17,19.26,3977964.38,12.81,82.47,69.65,377.22,0.00,5.23,0.00,0.00,518277.33,19.26,610091.60,3.49,73.15,88.00,50.00,0.00,50.00,50.00,0.00,50.00,69.65,377.22,69.65
192,4601,79.11,1183.08,72.37,50.00,0.00,50.00,50.00,0.00,78.00,70.73,1183.08,71.04,71.04,757.17,0.00,5.31,0.00,0.00,3782514.17,18.83,4467789.06,12.74,83.79,71.04,425.91,0.00,5.31,0.00,0.00,580115.83,18.83,685214.92,3.47,74.52,84.00,50.00,0.00,50.00,50.00,0.00,50.00,71.04,425.91,71.04
192,4602,80.45,1178.37,73.52,50.00,0.00,50.00,50.00,0.00,78.00,72.37,1178.37,72.69,72.69,754.16,0.00,5.40,0.00,0.00,3768467.05,18.33,4470102.77,12.80,85.49,72.69,424.21,0.00,5.40,0.00,0.00,577961.45,18.33,685569.77,3.49,76.18,85.00,50.00,0.00,50.00,50.00,0.00,50.00,72.69,424.21,72.69
192,4603,82.14,1213.70,75.13,50.00,0.00,50.00,50.00,0.00,78.00,73.52,1213.70,73.84,73.84,776.77,0.00,5.46,0.00,0.00,3873784.71,17.97,4609160.23,12.82,86.65,73.84,436.93,0.00,5.46,0.00,0.00,594113.79,17.97,706896.71,3.49,77.33,82.00,50.00,0.00,50.00,50.00,0.00,50.00,73.84,436.93,73.84
192,4604,83.30,992.73,75.30,50.00,0.00,50.00,50.00,0.00,78.00,75.13,992.73,75.44,75.44,635.35,0.00,5.55,0.00,0.00,3215051.64,17.48,3842626.99,13.06,88.50,75.44,357.38,0.00,5.55,0.00,0.00,493085.36,17.48,589335.20,3.56,79.00,79.00,50.00,0.00,50.00,50.00,0.00,50.00,75.44,357.38,75.44
192,4605,85.08,758.16,73.61,50.00,0.00,50.00,50.00,0.00,78.00,75.30,758.16,75.60,75.60,485.22,0.00,5.56,0.00,0.00,2515744.35,17.43,3008194.06,13.39,88.99,75.60,272.94,0.00,5.56,0.00,0.00,385834.15,17.43,461360.07,3.65,79.25,76.00,50.00,0.00,50.00,50.00,0.00,50.00,75.60,272.94,75.60
192,4606,85.48,634.69,71.90,50.00,0.00,50.00,50.00,0.00,78.00,73.61,634.69,73.90,73.90,406.20,-3207.61,5.47,-2620.95,-0.01,2144454.51,17.95,2551991.71,13.57,87.46,73.90,228.49,-491.94,5.47,-401.97,-0.00,328890.24,17.95,391393.32,3.70,77.60,75.00,50.00,0.00,50.00,50.00,0.00,50.00,73.90,228.49,73.90
192,4607,83.91,570.00,69.77,50.00,0.00,50.00,50.00,0.00,78.00,71.90,570.00,72.18,72.18,364.80,0.00,5.37,0.00,0.00,696184.10,18.48,824707.89,4.88,77.07,72.18,205.20,0.00,5.37,0.00,0.00,106772.21,18.48,126483.63,1.33,73.51,74.00,50.00,0.00,50.00,50.00,0.00,50.00,72.18,205.20,72.18
192,4608,75.79,570.00,63.64,50.00,0.00,50.00,50.00,0.00,78.00,69.77,570.00,70.05,70.05,364.80,0.00,5.26,0.00,0.00,596645.27,19.14,703020.75,4.16,74.22,70.05,205.20,0.00,5.26,0.00,0.00,91506.17,19.14,107820.74,1.13,71.19,73.00,50.00,0.00,50.00,50.00,0.00,50.00,70.05,205.20,70.05
193,4609,73.13,570.00,61.89,50.00,0.00,50.00,50.00,0.00,78.00,63.64,570.00,63.93,63.93,364.80,0.00,4.92,0.00,0.00,524084.88,21.02,609144.24,3.61,67.53,63.93,205.20,0.00,4.92,0.00,0.00,80377.74,21.02,93423.10,0.98,64.91,73.00,50.00,0.00,50.00,50.00,0.00,50.00,63.93,205.20,63.93
193,4610,66.59,570.00,57.86,50.00,0.00,50.00,50.00,0.00,78.00,61.89,570.00,62.18,62.18,364.80,0.00,4.83,0.00,0.00,541473.80,21.56,627160.44,3.71,65.89,62.18,205.20,0.00,4.83,0.00,0.00,83044.64,21.56,96186.21,1.01,63.19,74.00,50.00,0.00,50.00,50.00,0.00,50.00,62.18,205.20,62.18
193,4611,64.92,570.00,56.85,50.00,0.00,50.00,50.00,0.00,78.00,57.86,570.00,58.14,58.14,364.80,0.00,4.60,0.00,0.00,525076.39,22.80,603648.16,3.57,61.72,58.14,205.20,0.00,4.60,0.00,0.00,80529.80,22.80,92580.18,0.97,59.12,72.00,50.00,0.00,50.00,50.00,0.00,50.00,58.14,205.20,58.14
193,4612,60.78,570.00,55.28,50.00,0.00,50.00,50.00,0.00,78.00,56.85,570.00,57.13,57.13,364.80,0.00,4.55,0.00,0.00,525372.53,23.11,602930.52,3.57,60.70,57.13,205.20,0.00,4.55,0.00,0.00,80575.22,23.11,92470.12,0.97,58.11,70.00,50.00,0.00,50.00,50.00,0.00,50.00,57.13,205.20,57.13
193,4613,59.77,570.00,54.89,50.00,0.00,50.00,50.00,0.00,78.00,55.28,570.00,55.56,55.56,364.80,0.00,4.46,0.00,0.00,543168.19,23.60,621711.72,3.68,59.24,55.56,205.20,0.00,4.46,0.00,0.00,83304.50,23.60,95350.55,1.00,56.57,70.00,50.00,0.00,50.00,50.00,0.00,50.00,55.56,205.20,55.56
193,4614,58.28,570.00,54.33,50.00,0.00,50.00,50.00,0.00,78.00,54.89,570.00,55.18,55.18,364.80,0.00,4.44,0.00,0.00,582530.57,23.71,666345.08,3.95,59.12,55.18,205.20,0.00,4.44,0.00,0.00,89341.43,23.71,102195.87,1.08,56.25,69.00,50.00,0.00,50.00,50.00,0.00,50.00,55.18,205.20,55.18
193,4615,58.09,570.00,54.25,50.00,0.00,50.00,50.00,0.00,78.00,54.33,570.00,54.61,54.61,364.80,0.00,4.41,0.00,0.00,1045190.99,23.89,1194478.63,7.07,61.69,54.61,205.20,0.00,4.41,0.00,0.00,160298.63,23.89,183194.55,1.93,56.54,70.00,50.00,0.00,50.00,50.00,0.00,50.00,54.61,205.20,54.61
193,4616,59.83,1407.24,57.91,50.00,0.00,50.00,50.00,0.00,78.00,54.25,1407.24,54.57,54.57,900.64,0.00,4.41,0.00,0.00,4450784.96,23.90,5086180.75,12.20,66.77,54.57,506.61,0.00,4.41,0.00,0.00,682607.04,23.90,780056.29,3.33,57.90,70.00,50.00,0.00,50.00,50.00,0.00,50.00,54.57,506.61,54.57
193,4617,63.58,1089.25,60.02,50.00,0.00,50.00,50.00,0.00,78.00,57.91,1089.25,58.22,58.22,697.12,-8188.74,4.61,-6411.76,-0.02,3494591.27,22.78,4018049.63,12.45,70.65,58.22,392.13,-1255.89,4.61,-983.36,-0.01,535957.73,22.78,616239.38,3.39,61.61,70.00,50.00,0.00,50.00,50.00,0.00,50.00,58.22,392.13,58.22
193,4618,67.39,937.56,62.15,50.00,0.00,50.00,50.00,0.00,78.00,60.02,937.56,60.33,60.33,600.04,0.00,4.72,0.00,0.00,3050561.40,22.13,3520890.17,12.67,73.00,60.33,337.52,0.00,4.72,0.00,0.00,467857.85,22.13,539991.14,3.46,63.78,69.00,50.00,0.00,50.00,50.00,0.00,50.00,60.33,337.52,60.33
193,4619,69.68,946.77,63.84,50.00,0.00,50.00,50.00,0.00,78.00,62.15,946.77,62.46,62.46,605.93,0.00,4.84,0.00,0.00,3078029.43,21.47,3567129.69,12.71,75.18,62.46,340.84,0.00,4.84,0.00,0.00,472070.57,21.47,547082.79,3.47,65.93,70.00,50.00,0.00,50.00,50.00,0.00,50.00,62.46,340.84,62.46
193,4620,71.85,991.21,65.61,50.00,0.00,50.00,50.00,0.00,78.00,63.84,991.21,64.15,64.15,634.37,0.00,4.93,0.00,0.00,3210501.06,20.95,3733275.00,12.71,76.86,64.15,356.83,0.00,4.93,0.00,0.00,492387.45,20.95,572564.13,3.47,67.61,75.00,50.00,0.00,50.00,50.00,0.00,50.00,64.15,356.83,64.15
193,4621,73.53,978.75,66.74,50.00,0.00,50.00,50.00,0.00,78.00,65.61,978.75,65.92,65.92,626.40,0.00,5.03,0.00,0.00,3173365.24,20.41,3703913.67,12.77,78.69,65.92,352.35,0.00,5.03,0.00,0.00,486692.01,20.41,568061.05,3.48,69.41,76.00,50.00,0.00,50.00,50.00,0.00,50.00,65.92,352.35,65.92
193,4622,75.35,994.77,68.17,50.00,0.00,50.00,50.00,0.00,78.00,66.74,994.77,67.05,67.05,636.65,0.00,5.09,0.00,0.00,3221133.83,20.06,3768997.89,12.79,79.84,67.05,358.12,0.00,5.09,0.00,0.00,494018.17,20.06,578042.87,3.49,70.54,75.00,50.00,0.00,50.00,50.00,0.00,50.00,67.05,358.12,67.05
193,4623,76.49,1025.72,69.34,50.00,0.00,50.00,50.00,0.00,78.00,68.17,1025.72,68.48,68.48,656.46,0.00,5.17,0.00,0.00,3313380.86,19.62,3889550.87,12.80,81.28,68.48,369.26,0.00,5.17,0.00,0.00,508165.89,19.62,596531.81,3.49,71.97,74.00,50.00,0.00,50.00,50.00,0.00,50.00,68.48,369.26,68.48
193,4624,77.93,1047.83,70.73,50.00,0.00,50.00,50.00,0.00,78.00,69.34,1047.83,69.65,69.65,670.61,0.00,5.23,0.00,0.00,3379310.17,19.26,3977964.38,12.81,82.47,69.65,377.22,0.00,5.23,0.00,0.00,518277.33,19.26,610091.60,3.49,73.15,72.00,50.00,0.00,50.00,50.00,0.00,50.00,69.65,377.22,69.65
193,4625,79.11,1183.08,72.37,50.00,0.00,50.00,50.00,0.00,78.00,70.73,1183.08,71.04,71.04,757.17,0.00,5.31,0.00,0.00,3782514.17,18.83,4467789.06,12.74,83.79,71.04,425.91,0.00,5.31,0.00,0.00,580115.83,18.83,685214.92,3.47,74.52,71.00,50.00,0.00,50.00,50.00,0.00,50.00,71.04,425.91,71.04
193,4626,80.45,1178.37,73.52,50.00,0.00,50.00,50.00,0.00,78.00,72.37,1178.37,72.69,72.69,754.16,0.00,5.40,0.00,0.00,3768467.05,18.33,4470102.77,12.80,85.49,72.69,424.21,0.00,5.40,0.00,0.00,577961.45,18.33,685569.77,3.49,76.18,71.00,50.00,0.00,50.00,50.00,0.00,50.00,72.69,424.21,72.69
193,4627,82.14,1213.70,75.13,50.00,0.00,50.00,50.00,0.00,78.00,73.52,1213.70,73.84,73.84,776.77,0.00,5.46,0.00,0.00,3873784.71,17.97,4609160.23,12.82,86.65,73.84,436.93,0.00,5.46,0.00,0.00,594113.79,17.97,706896.71,3.49,77.33,70.00,50.00,0.00,50.00,50.00,0.00,50.00,73.84,436.93,73.84
193,4628,83.30,992.73,75.30,50.00,0.00,50.00,50.00,0.00,78.00,75.13,992.73,75.44,75.44,635.35,0.00,5.55,0.00,0.00,3215051.64,17.48,3842626.99,13.06,88.50,75.44,357.38,0.00,5.55,0.00,0.00,493085.36,17.48,589335.20,3.56,79.00,69.00,50.00,0.00,50.00,50.00,0.00,50.00,75.44,357.38,75.44
193,4629,85.08,758.16,73.61,50.00,0.00,50.00,50.00,0.00,78.00,75.30,758.16,75.60,75.60,485.22,0.00,5.56,0.00,0.00,2515744.35,17.43,3008194.06,13.39,88.99,75.60,272.94,0.00,5.56,0.00,0.00,385834.15,17.43,461360.07,3.65,79.25,68.00,50.00,0.00,50.00,50.00,0.00,50.00,75.60,272.94,75.60
193,4630,85.48,634.69,71.90,50.00,0.00,50.00,50.00,0.00,78.00,73.61,634.69,73.90,73.90,406.20,-3207.61,5.47,-2620.95,-0.01,2144454.51,17.95,2551991.71,13.57,87.46,73.90,228.49,-491.94,5.47,-401.97,-0.00,328890.24,17.95,391393.32,3.70,77.60,68.00,50.00,0.00,50.00,50.00,0.00,50.00,73.90,228.49,73.90
193,4631,83.91,570.00,69.77,50.00,0.00,50.00,50.00,0.00,78.00,71.90,570.00,72.18,72.18,364.80,0.00,5.37,0.00,0.00,696184.10,18.48,824707.89,4.88,77.07,72.18,205.20,0.00,5.37,0.00,0.00,106772.21,18.48,126483.63,1.33,73.51,67.00,50.00,0.00,50.00,50.00,0.00,50.00,72.18,205.20,72.18
193,4632,75.79,570.00,63.64,50.00,0.00,50.00,50.00,0.00,78.00,69.77,570.00,70.05,70.05,364.80,0.00,5.26,0.00,0.00,596645.27,19.14,703020.75,4.16,74.22,70.05,205.20,0.00,5.26,0.00,0.00,91506.17,19.14,107820.74,1.13,71.19,65.00,50.00,0.00,50.00,50.00,0.00,50.00,70.05,205.20,70.05
194,4633,73.13,570.00,61.89,50.00,0.00,50.00,50.00,0.00,78.00,63.64,570.00,63.93,63.93,364.80,0.00,4.92,0.00,0.00,524084.88,21.02,609144.24,3.61,67.53,63.93,205.20,0.00,4.92,0.00,0.00,80377.74,21.02,93423.10,0.98,64.91,65.00,50.00,0.00,50.00,50.00,0.00,50.00,63.93,205.20,63.93
194,4634,66.59,570.00,57.86,50.00,0.00,50.00,50.00,0.00,78.00,61.89,570.00,62.18,62.18,364.80,0.00,4.83,0.00,0.00,541473.80,21.56,627160.44,3.71,65.89,62.18,205.20,0.00,4.83,0.00,0.00,83044.64,21.56,96186.21,1.01,63.19,65.00,50.00,0.00,50.00,50.00,0.00,50.00,62.18,205.20,62.18
194,4635,64.92,570.00,56.85,50.00,0.00,50.00,50.00,0.00,78.00,57.86,570.00,58.14,58.14,364.80,0.00,4.60,0.00,0.00,525076.39,22.80,603648.16,3.57,61.72,58.14,205.20,0.00,4.60,0.00,0.00,80529.80,22.80,92580.18,0.97,59.12,65.00,50.00,0.00,50.00,50.00,0.00,50.00,58.14,205.20,58.14
194,4636,60.78,570.00,55.28,50.00,0.00,50.00,50.00,0.00,78.00,56.85,570.00,57.13,57.13,364.80,0.00,4.55,0.00,0.00,525372.53,23.11,602930.52,3.57,60.70,57.13,205.20,0.00,4.55,0.00,0.00,80575.22,23.11,92470.12,0.97,58.11,65.00,50.00,0.00,50.00,50.00,0.00,50.00,57.13,205.20,57.13
194,4637,59.77,570.00,54.89,50.00,0.00,50.00,50.00,0.00,78.00,55.28,570.00,55.56,55.56,364.80,0.00,4.46,0.00,0.00,543168.19,23.60,621711.72,3.68,59.24,55.56,205.20,0.00,4.46,0.00,0.00,83304.50,23.60,95350.55,1.00,56.57,65.00,50.00,0.00,50.00,50.00,0.00,50.00,55.56,205.20,55.56
194,4638,58.28,570.00,54.33,50.00,0.00,50.00,50.00,0.00,78.00,54.89,570.00,55.18,55.18,364.80,0.00,4.44,0.00,0.00,582530.57,23.71,666345.08,3.95,59.12,55.18,205.20,0.00,4.44,0.00,0.00,89341.43,23.71,102195.87,1.08,56.25,66.00,50.00,0.00,50.00,50.00,0.00,50.00,55.18,205.20,55.18
194,4639,58.09,570.00,54.25,50.00,0.00,50.00,50.00,0.00,78.00,54.33,570.00,54.61,54.61,364.80,0.00,4.41,0.00,0.00,1045190.99,23.89,1194478.63,7.07,61.69,54.61,205.20,0.00,4.41,0.00,0.00,160298.63,23.89,183194.55,1.93,56.54,66.00,50.00,0.00,50.00,50.00,0.00,50.00,54.61,205.20,54.61
194,4640,59.83,1407.24,57.91,50.00,0.00,50.00,50.00,0.00,78.00,54.25,1407.24,54.57,54.57,900.64,0.00,4.41,0.00,0.00,4450784.96,23.90,5086180.75,12.20,66.77,54.57,506.61,0.00,4.41,0.00,0.00,682607.04,23.90,780056.29,3.33,57.90,67.00,50.00,0.00,50.00,50.00,0.00,50.00,54.57,506.61,54.57
194,4641,63.58,1089.25,60.02,50.00,0.00,50.00,50.00,0.00,78.00,57.91,1089.25,58.22,58.22,697.12,-8188.74,4.61,-6411.76,-0.02,3494591.27,22.78,4018049.63,12.45,70.65,58.22,392.13,-1255.89,4.61,-983.36,-0.01,535957.73,22.78,616239.38,3.39,61.61,69.00,50.00,0.00,50.00,50.00,0.00,50.00,58.22,392.13,58.22
194,4642,67.39,937.56,62.15,50.00,0.00,50.00,50.00,0.00,78.00,60.02,937.56,60.33,60.33,600.04,0.00,4.72,0.00,0.00,3050561.40,22.13,3520890.17,12.67,73.00,60.33,337.52,0.00,4.72,0.00,0.00,467857.85,22.13,539991.14,3.46,63.78,70.00,50.00,0.00,50.00,50.00,0.00,50.00,60.33,337.52,60.33
194,4643,69.68,946.77,63.84,50.00,0.00,50.00,50.00,0.00,78.00,62.15,946.77,62.46,62.46,605.93,0.00,4.84,0.00,0.00,3078029.43,21.47,3567129.69,12.71,75.18,62.46,340.84,0.00,4.84,0.00,0.00,472070.57,21.47,547082.79,3.47,65.93,75.00,50.00,0.00,50.00,50.00,0.00,50.00,62.46,340.84,62.46
194,4644,71.85,991.21,65.61,50.00,0.00,50.00,50.00,0.00,78.00,63.84,991.21,64.15,64.15,634.37,0.00,4.93,0.00,0.00,3210501.06,20.95,3733275.00,12.71,76.86,64.15,356.83,0.00,4.93,0.00,0.00,492387.45,20.95,572564.13,3.47,67.61,79.00,50.00,0.00,50.00,50.00,0.00,50.00,64.15,356.83,64.15
194,4645,73.53,978.75,66.74,50.00,0.00,50.00,50.00,0.00,78.00,65.61,978.75,65.92,65.92,626.40,0.00,5.03,0.00,0.00,3173365.24,20.41,3703913.67,12.77,78.69,65.92,352.35,0.00,5.03,0.00,0.00,486692.01,20.41,568061.05,3.48,69.41,83.00,50.00,0.00,50.00,50.00,0.00,50.00,65.92,352.35,65.92
194,4646,75.35,994.77,68.17,50.00,0.00,50.00,50.00,0.00,78.00,66.74,994.77,67.05,67.05,636.65,0.00,5.09,0.00,0.00,3221133.83,20.06,3768997.89,12.79,79.84,67.05,358.12,0.00,5.09,0.00,0.00,494018.17,20.06,578042.87,3.49,70.54,84.00,50.00,0.00,50.00,50.00,0.00,50.00,67.05,358.12,67.05
194,4647,76.49,1025.72,69.34,50.00,0.00,50.00,50.00,0.00,78.00,68.17,1025.72,68.48,68.48,656.46,0.00,5.17,0.00,0.00,3313380.86,19.62,3889550.87,12.80,81.28,68.48,369.26,0.00,5.17,0.00,0.00,508165.89,19.62,596531.81,3.49,71.97,85.00,50.00,0.00,50.00,50.00,0.00,50.00,68.48,369.26,68.48
194,4648,77.93,1047.83,70.73,50.00,0.00,50.00,50.00,0.00,78.00,69.34,1047.83,69.65,69.65,670.61,0.00,5.23,0.00,0.00,3379310.17,19.26,3977964.38,12.81,82.47,69.65,377.22,0.00,5.23,0.00,0.00,518277.33,19.26,610091.60,3.49,73.15,86.00,50.00,0.00,50.00,50.00,0.00,50.00,69.65,377.22,69.65
194,4649,79.11,1183.08,72.37,50.00,0.00,50.00,50.00,0.00,78.00,70.73,1183.08,71.04,71.04,757.17,0.00,5.31,0.00,0.00,3782514.17,18.83,4467789.06,12.74,83.79,71.04,425.91,0.00,5.31,0.00,0.00,580115.83,18.83,685214.92,3.47,74.52,84.00,50.00,0.00,50.00,50.00,0.00,50.00,71.04,425.91,71.04
194,4650,80.45,1178.37,73.52,50.00,0.00,50.00,50.00,0.00,78.00,72.37,1178.37,72.69,72.69,754.16,0.00,5.40,0.00,0.00,3768467.05,18.33,4470102.77,12.80,85.49,72.69,424.21,0.00,5.40,0.00,0.00,577961.45,18.33,685569.77,3.49,76.18,83.00,50.00,0.00,50.00,50.00,0.00,50.00,72.69,424.21,72.69
